iter	Logloss
193	0.1552987551
194	0.1550067795
195	0.1545363808
196	0.153993219
197	0.1535613736
198	0.1532364339
199	0.1529494733
200	0.1525783973
201	0.1523331565
202	0.1519641566
203	0.1514214909
204	0.1508700352
205	0.150290627
206	0.1499954807
207	0.149695374
208	0.149300381
209	0.1489319426
210	0.1484754945
211	0.1480261516
212	0.1476041859
213	0.1474506736
214	0.1470988892
215	0.1467030386
216	0.1462862882
217	0.146038593
218	0.145618002
219	0.145265891
220	0.1448920315
221	0.144650264
222	0.1444676994
223	0.1442786056
224	0.143760528
225	0.1435652368
226	0.1431564723
227	0.1428700989
228	0.1426770685
229	0.1423034871
230	0.1420356456
231	0.1417438401
232	0.1415144153
233	0.1413683807
234	0.1410978626
235	0.140711626
236	0.1404708259
237	0.1402132459
238	0.1398957407
239	0.1397031782
240	0.1393822118
241	0.1392370766
242	0.1389190851
243	0.1386614568
244	0.1383473122
245	0.1380215713
246	0.1377865643
247	0.1374701381
248	0.137236017
249	0.1370560025
250	0.1368501798
251	0.1367066148
252	0.1363114446
253	0.1361763109
254	0.1359957328
255	0.1356510104
256	0.1355392834
257	0.1354564994
258	0.1351514034
259	0.134918962
260	0.1347286134
261	0.1345154219
262	0.1341525412
263	0.1339846141
264	0.1338296591
265	0.133436965
266	0.1333875461
267	0.1331559193
268	0.132906977
269	0.1325674186
270	0.1324015304
271	0.1322180517
272	0.1319321851
273	0.1317633883
274	0.1315935341
275	0.1314482482
276	0.1311647899
277	0.1310103912
278	0.130798127
279	0.1305293986
280	0.1303127546
281	0.1300425953
282	0.1298623864
283	0.1295847254
284	0.1294178262
285	0.1292307071
286	0.1291083493
287	0.1289001031
288	0.128675169
289	0.1284268676
290	0.1282920888
291	0.1281323807
292	0.1280017138
293	0.1278159645
294	0.1276054276
295	0.1275201176
296	0.1272707521
297	0.1271086577
298	0.1268455178
299	0.1266865621
300	0.1263891124
301	0.1263275528
302	0.1260414132
303	0.1258731985
304	0.1256231833
305	0.1255091488
306	0.1253523059
307	0.1251878312
308	0.1248054996
309	0.1246609512
310	0.1244888079
311	0.1244141186
312	0.1240752827
313	0.1238747945
314	0.123709486
315	0.1235162487
316	0.1234112103
317	0.1231092666
318	0.122901543
319	0.1227350005
320	0.1226082216
321	0.1224364542
322	0.1221619252
323	0.1220514183
324	0.121798943
325	0.1215842362
326	0.1212947702
327	0.1210843551
328	0.1208461621
329	0.120587143
330	0.1203491355
331	0.1201901736
332	0.1200510382
333	0.1197989044
334	0.1196646363
335	0.1194157713
336	0.1192015905
337	0.1190665905
338	0.1188216382
339	0.1186735294
340	0.118494892
341	0.1183090057
342	0.1180734634
343	0.1179129682
344	0.1176424903
345	0.1174035378
346	0.1171467998
347	0.1169703864
348	0.1167691415
349	0.1166685975
350	0.1164677281
351	0.1163194194
352	0.1160944563
353	0.115762287
354	0.1155580675
355	0.1155166375
356	0.1152123167
357	0.1149291156
358	0.1147600801
359	0.1145524842
360	0.1143629066
361	0.1141307507
362	0.1139393063
363	0.113795319
364	0.1135847059
365	0.1134672343
366	0.1132279315
367	0.1129058443
368	0.112641176
369	0.1124934872
370	0.1123398715
371	0.1120981299
372	0.1117717295
373	0.1116915077
374	0.1115221251
375	0.1113353363
376	0.1112647226
377	0.1111530082
378	0.1108816502
379	0.1106261955
380	0.1104364812
381	0.110304619
382	0.1100392266
383	0.1098088363
384	0.1096079929
385	0.1093738117
386	0.1091097242
387	0.1089004121
388	0.1088750213
389	0.1086509104
390	0.108574272
391	0.1084331191
392	0.1082639093
393	0.1081016167
394	0.107951369
395	0.1076964842
396	0.1075412673
397	0.1074498142
398	0.1071726214
399	0.1070439145
400	0.106873084
401	0.1066448354
402	0.1065185702
403	0.1064457939
404	0.1062618518
405	0.1059972756
406	0.1057707865
407	0.1056453016
408	0.1054152204
409	0.1052849479
410	0.105013346
411	0.1049180748
412	0.1048131925
413	0.1046832443
414	0.1044334023
415	0.1042611614
416	0.1040507118
417	0.1038827649
418	0.1038267423
419	0.1037506495
420	0.1035980672
421	0.1033835614
422	0.1032055629
423	0.1031033322
424	0.1028842402
425	0.1028079123
426	0.102613086
427	0.1023761189
428	0.1021978969
429	0.102042305
430	0.1018656609
431	0.1016731586
432	0.1014717508
433	0.1012918753
434	0.1011791233
435	0.1010513158
436	0.1008137807
437	0.1006927139
438	0.1005537803
439	0.1004264739
440	0.1003060321
441	0.1000953229
442	0.09995292469
443	0.09985582965
444	0.09973726145
445	0.09952744304
446	0.09948075766
447	0.09933521838
448	0.09912404035
449	0.09899307525
450	0.09882556867
451	0.09866356735
452	0.09851278717
453	0.09835354016
454	0.09822017139
455	0.0980334069
456	0.09784457239
457	0.09774238704
458	0.09762823521
459	0.09754155666
460	0.0974516542
461	0.09729435787
462	0.09703302559
463	0.09688222361
464	0.09682444302
465	0.0966800119
466	0.09649706225
467	0.09634548555
468	0.09621272446
469	0.09608248882
470	0.09587354759
471	0.09572367413
472	0.09545316208
473	0.09532123306
474	0.09507148029
475	0.09497616553
476	0.09488639034
477	0.09464582301
478	0.09452367279
479	0.09440047908
480	0.09417975205
481	0.09395054381
482	0.09380905883
483	0.09366938592
484	0.09357449507
485	0.09342953134
486	0.09333773451
487	0.09314851532
488	0.09289736289
489	0.09280973181
490	0.09273910613
491	0.09265352262
492	0.0924833629
493	0.09226695971
494	0.09208193145
495	0.09194884481
496	0.09181700387
497	0.09170399711
498	0.09157857395
499	0.091424848
500	0.09125493135
501	0.09113466541
502	0.09091935176
503	0.0907182119
504	0.09057107404
505	0.09040425072
506	0.09024135676
507	0.09003207259
508	0.08993494906
509	0.08984888352
510	0.08966860489
511	0.08951841736
512	0.08940891373
513	0.08928188072
514	0.08909146757
515	0.08891214912
516	0.08878461063
517	0.08853299821
518	0.08835240308
519	0.08822098289
520	0.08805498132
521	0.08787363579
522	0.08773124239
523	0.08756419445
524	0.08750645805
525	0.08735534466
526	0.08721332908
527	0.08704213994
528	0.08692548879
529	0.0867830128
530	0.08671280533
531	0.0866671015
532	0.08651272606
533	0.086322805
534	0.08616395397
535	0.08599152257
536	0.08592462866
537	0.08576261069
538	0.08557283242
539	0.08545050411
540	0.0853164081
541	0.08512920764
542	0.08507205999
543	0.08498729121
544	0.08485595579
545	0.08480782613
546	0.08471188236
547	0.08450994151
548	0.0844017404
549	0.08428264045
550	0.08413996089
551	0.0839531773
552	0.08383765982
553	0.08373802191
554	0.08365810308
555	0.08356009004
556	0.0834191354
557	0.08325916144
558	0.08317079012
559	0.08307126456
560	0.08292924269
561	0.08284726306
562	0.08257030344
563	0.08245899103
564	0.08232427928
565	0.08216054661
566	0.082043546
567	0.08185609585
568	0.0816973137
569	0.08156647841
570	0.08142438414
571	0.08135051279
572	0.08122559373
573	0.08109814911
574	0.08101605815
575	0.08084062084
576	0.08070492573
577	0.08062157572
578	0.08048498241
579	0.08036999406
580	0.08016441057
581	0.08001085397
582	0.07988379152
583	0.07979297617
584	0.07968838342
585	0.07956579959
586	0.0794225366
587	0.07937435393
588	0.07928221385
589	0.07921363805
590	0.07902564142
591	0.07885426177
592	0.07875504832
593	0.07865576895
594	0.07846174945
595	0.07832747822
596	0.07818098467
597	0.07803377164
598	0.07791279947
599	0.0778497577
600	0.07773007052
601	0.07759529303
602	0.07752098825
603	0.07742175465
604	0.07738756384
605	0.07729895639
606	0.0771760643
607	0.07712341843
608	0.07697652429
609	0.07680193125
610	0.07672374669
611	0.07661850265
612	0.07645177003
613	0.07636853709
614	0.07616598105
615	0.07607901769
616	0.07600357903
617	0.07580844959
618	0.07575349207
619	0.07560082079
620	0.07547554527
621	0.07536311352
622	0.07531441148
623	0.07510913402
624	0.0750682703
625	0.07497122128
626	0.07481173295
627	0.07473759945
628	0.07462536432
629	0.07450467242
630	0.07439035928
631	0.07425425743
632	0.07409294695
633	0.07396955937
634	0.07376277598
635	0.07361822996
636	0.07341183956
637	0.07324769187
638	0.07317421818
639	0.07311216126
640	0.07302803793
641	0.07288470034
642	0.07278733178
643	0.07265425096
644	0.07258979557
645	0.07245484963
646	0.07231963282
647	0.07214050691
648	0.07202021945
649	0.07189257617
650	0.07179266618
651	0.07167572254
652	0.07152580118
653	0.07143317564
654	0.07125366399
655	0.07115156416
656	0.07104269034
657	0.07093450242
658	0.07083325508
659	0.07077233961
660	0.07071286492
661	0.07066461123
662	0.07060821547
663	0.07043831976
664	0.0703843517
665	0.07023624972
666	0.07008252491
667	0.07003886965
668	0.06990577423
669	0.06982197562
670	0.06972536782
671	0.06961577958
672	0.06949481365
673	0.06940876568
674	0.06929547523
675	0.06907762233
676	0.06895244619
677	0.06887345342
678	0.06870578088
679	0.06863699099
680	0.06852283012
681	0.06844745787
682	0.06832815438
683	0.06826841055
684	0.06806260851
685	0.06794007419
686	0.06783005078
687	0.06768188458
688	0.06755190354
689	0.06747822181
690	0.06735100491
691	0.06719833514
692	0.06706223941
693	0.06698165926
694	0.06690368811
695	0.06682494415
696	0.06666778456
697	0.06657748258
698	0.06650525071
699	0.06639982521
700	0.06630077259
701	0.06621460375
702	0.06607504279
703	0.06593574004
704	0.06585128929
705	0.06576581805
706	0.06566473487
707	0.06559396855
708	0.06551227973
709	0.06540684097
710	0.06538475761
711	0.06531934586
712	0.06517328334
713	0.06505241956
714	0.06497413578
715	0.06493307814
716	0.06490259542
717	0.06479711341
718	0.06472605467
719	0.06467790419
720	0.06463240313
721	0.06452676185
722	0.06438759586
723	0.06431835687
724	0.064179724
725	0.06412248908
726	0.06410213792
727	0.06403871593
728	0.06392747966
729	0.06383037331
730	0.06372414597
731	0.0636705315
732	0.06357015244
733	0.06349257777
734	0.0633674921
735	0.06329570519
736	0.06315730735
737	0.06305432265
738	0.06295354367
739	0.06287677461
740	0.0628058133
741	0.06267218089
742	0.06253283029
743	0.0624222207
744	0.0623605484
745	0.06226848196
746	0.06222460805
747	0.0621032408
748	0.06200544474
749	0.06192617924
750	0.06186144483
751	0.06177443276
752	0.06168329694
753	0.06158297648
754	0.06148632952
755	0.06136859089
756	0.06121438257
757	0.06112077485
758	0.06100249263
759	0.06087589068
760	0.06076414261
761	0.06066861154
762	0.06058257736
763	0.06054582069
764	0.06048433413
765	0.0603151912
766	0.06029964491
767	0.06024996489
768	0.06013359396
769	0.06004817002
770	0.06000379553
771	0.05989299953
772	0.05976468338
773	0.05967752658
774	0.0596045975
775	0.05953729566
776	0.05945977499
777	0.0593566854
778	0.05921222938
779	0.05912632442
780	0.05905800659
781	0.05892266764
782	0.05882668541
783	0.05880686191
784	0.05873475943
785	0.0586360135
786	0.05851881337
787	0.05841668175
788	0.05836404806
789	0.05823056409
790	0.05814691335
791	0.05803729891
792	0.05794856505
793	0.05782906515
794	0.05774039249
795	0.05765115987
796	0.05746920143
797	0.05743409404
798	0.05735923733
799	0.05728119657
800	0.05723941806
801	0.05716636871
802	0.05713338869
803	0.05707551445
804	0.05697177126
805	0.0569359834
806	0.05682231594
807	0.0567782777
808	0.05666937831
809	0.05661161993
810	0.05656598483
811	0.05649648708
812	0.05642318691
813	0.05630929374
814	0.05625815161
815	0.05616380643
816	0.05604613862
817	0.05595373716
818	0.05586008016
819	0.05578225761
820	0.05574435288
821	0.05560985444
822	0.05553842457
823	0.05550073157
824	0.05538979633
825	0.05530924795
826	0.05523651319
827	0.05519894171
828	0.05510134771
829	0.05496038306
830	0.05490167009
831	0.05481330355
832	0.05477188232
833	0.05471415631
834	0.05463594479
835	0.0546048925
836	0.05452310983
837	0.05443202188
838	0.05430869266
839	0.05423209183
840	0.05420353061
841	0.05404982225
842	0.05395303265
843	0.0538777191
844	0.05379300361
845	0.05361542459
846	0.05353711039
847	0.05342763239
848	0.05336249827
849	0.05330249952
850	0.05322800035
851	0.05308780846
852	0.05301598344
853	0.05293674153
854	0.05285513257
855	0.05271753692
856	0.0525916653
857	0.05247350466
858	0.05245491277
859	0.05241202627
860	0.05236741799
861	0.0523374503
862	0.05229686405
863	0.05224074295
864	0.052188856
865	0.05211278723
866	0.05207052036
867	0.05203228702
868	0.05199747148
869	0.05188245849
870	0.05181623533
871	0.05172890945
872	0.05165837769
873	0.0515608763
874	0.05148667343
875	0.05139699653
876	0.05134372606
877	0.05131365445
878	0.05125819144
879	0.0511728029
880	0.05112221873
881	0.05105113906
882	0.0509777411
883	0.05087819124
884	0.05080851454
885	0.05076013698
886	0.05072986499
887	0.050602983
888	0.05056154435
889	0.05050475644
890	0.05041310816
891	0.05038119275
892	0.05028236961
893	0.05013901578
894	0.05001506998
895	0.04997134805
896	0.04994731155
897	0.04992469436
898	0.04984268567
899	0.04978494457
900	0.04973906387
901	0.0496311884
902	0.04959785944
903	0.04956428823
904	0.04945923517
905	0.04937220827
906	0.04920996495
907	0.04915697788
908	0.04909817705
909	0.04903941378
910	0.04898402711
911	0.04893346281
912	0.04887922723
913	0.04879772852
914	0.04871479567
915	0.04862443196
916	0.04858220884
917	0.04852453083
918	0.04842190648
919	0.04837049389
920	0.04830130111
921	0.04824432891
922	0.04819153352
923	0.04812160481
924	0.04802662578
925	0.04794883325
926	0.04785402013
927	0.04775635723
928	0.04771726257
929	0.04766037424
930	0.04761285465
931	0.04759385294
932	0.04752239136
933	0.04747757428
934	0.0473938979
935	0.04729514543
936	0.04724076866
937	0.04718611576
938	0.0471300949
939	0.04707971731
940	0.04704607554
941	0.04697076308
942	0.04691787376
943	0.0468722023
944	0.04682624861
945	0.04673719361
946	0.04671062117
947	0.04668434368
948	0.046660245
949	0.04661340764
950	0.04655992247
951	0.04649511374
952	0.04641535111
953	0.04636141653
954	0.04630580311
955	0.04626988919
956	0.04619795569
957	0.04615710486
958	0.04609443839
959	0.04602072476
960	0.04592287448
961	0.04587627057
962	0.04582759189
963	0.04574739457
964	0.04571534745
965	0.04567612153
966	0.04563947686
967	0.04558535369
968	0.04546274068
969	0.04538359638
970	0.04526955088
971	0.04523195295
972	0.04518057894
973	0.04515026705
974	0.04511454891
975	0.04506610922
976	0.04502066506
977	0.04499477404
978	0.04491193491
979	0.04488898029
980	0.04486456061
981	0.04479597614
982	0.04475845464
983	0.04469846257
984	0.04465966297
985	0.04459570125
986	0.04452088114
987	0.04444946326
988	0.04438946081
989	0.04436864455
990	0.04434181799
991	0.04427245676
992	0.04423583882
993	0.04419225213
994	0.04410795156
995	0.04407301056
996	0.04399680426
997	0.04392483683
998	0.04389283961
999	0.04386301207
