iter	Passed	Remaining
960	582949	23657
961	583561	23051
962	584215	22446
963	584823	21839
964	585370	21231
965	585918	20622
966	586504	20015
967	587034	19406
968	587578	18797
969	588146	18190
970	588756	17583
971	589273	16974
972	589742	16364
973	590308	15757
974	590943	15152
975	591582	14547
976	592045	13937
977	592677	13332
978	593179	12723
979	593843	12119
980	594425	11512
981	594996	10906
982	595547	10299
983	596131	9693
984	596770	9087
985	597424	8482
986	598082	7877
987	598663	7271
988	599261	6665
989	599835	6058
990	600401	5452
991	600914	4846
992	601491	4240
993	602173	3634
994	602928	3029
995	603479	2423
996	604133	1817
997	605032	1212
998	605642	606
999	606019	0
